Nom;de;la;demande:Grignon;;;
France;1901;8;29;16.2363636364;1707.9375;34500337.5
France;1901;8;30;16.5363636364;1862.1875;37616187.5
France;1901;8;31;17.3272727273;1723.3625;34811922.5
France;1901;9;1;17.1727272727;1624.8125;32821212.5
France;1901;9;2;17.4545454545;1642.9875;33188347.5
France;1901;9;3;17.9636363636;1550.95;31329190
France;1901;9;4;17.9909090909;1502.925;30359085
France;1901;9;5;18.1272727273;1620.4875;32733847.5
France;1901;9;6;17.7818181818;1504.65;30393930
France;1901;9;7;17.2727272727;1602.2875;32366207.5
France;1901;9;8;17.5272727273;1660.5125;33542352.5
France;1901;9;9;18.0454545455;1537.3125;31053712.5
France;1901;9;10;17.9363636364;1583.75;31991750
France;1901;9;11;16.8090909091;1331.075;26887715
France;1901;9;12;16.2272727273;1421.4875;28714047.5
France;1901;9;13;15.9272727273;1470.3375;29700817.5
France;1901;9;14;15.7;1428.9;28863780
France;1901;9;15;15.4818181818;1418.475;28653195
France;1901;9;16;15.1909090909;1247.45;25198490
France;1901;9;17;14.4818181818;1133.775;22902255
France;1901;9;18;14.5909090909;1165.8;23549160
France;1901;9;19;14.3;1420.45;28693090
France;1901;9;20;15.1545454545;1523.8125;30781012.5
France;1901;9;21;15.6363636364;1383.6125;27948972.5
France;1901;9;22;15.5363636364;1410.2375;28486797.5
France;1901;9;23;15.6909090909;1313.9125;26541032.5
France;1901;9;24;14.4636363636;1247.8875;25207327.5
France;1901;9;25;14.1909090909;1281.125;25878725
France;1901;9;26;14.0636363636;1263.15;25515630
France;1901;9;27;14.3545454545;1369.9875;27673747.5
France;1901;9;28;14.4727272727;1327.45;26814490
France;1901;9;29;14.5545454545;1150.9375;23248937.5
France;1901;9;30;14.7545454545;1149.9625;23229242.5
France;1901;10;1;15.3727272727;1112.5625;22473762.5
France;1901;10;2;14.7545454545;1171.4;23662280
France;1901;10;3;14.6636363636;1120.6125;22636372.5
France;1901;10;4;14.3545454545;1004.775;20296455
France;1901;10;5;14.0181818182;904.75;18275950
France;1901;10;6;14.2454545455;891.3125;18004512.5
France;1901;10;7;13.5181818182;945.9125;19107432.5
France;1901;10;8;13.2818181818;862.1;17414420
France;1901;10;9;13.9909090909;866.95;17512390
France;1901;10;10;13.5363636364;930.9625;18805442.5
France;1901;10;11;13.7545454545;967.375;19540975
France;1901;10;12;13.1454545455;936.55;18918310
France;1901;10;13;12.5454545455;917.375;18530975
France;1901;10;14;11.7090909091;940.0875;18989767.5
France;1901;10;15;10.5090909091;925.3625;18692322.5
France;1901;10;16;10.7909090909;843.1625;17031882.5
France;1901;10;17;10.6454545455;849.875;17167475
France;1901;10;18;10.1545454545;849.7875;17165707.5
France;1901;10;19;10.7818181818;847.8;17125560
France;1901;10;20;11.3727272727;793.7125;16032992.5
France;1901;10;21;10.6272727273;752.025;15190905
France;1901;10;22;11.2454545455;732.0027777778;14786456.1111111
France;1901;10;23;11.1909090909;690.65;13951130
France;1901;10;24;10.7818181818;651.5875;13162067.5
France;1901;10;25;11.1727272727;676.25;13660250
France;1901;10;26;11.1909090909;667.1875;13477187.5
France;1901;10;27;10.2909090909;669.1375;13516577.5
France;1901;10;28;10.4636363636;699.85;14136970
France;1901;10;29;10.4909090909;681.2;13760240
France;1901;10;30;9.8363636364;733.5;14816700
France;1901;10;31;10.0909090909;726.8125;14681612.5
France;1901;11;1;9.6272727273;606.4625;12250542.5
France;1901;11;2;10.0090909091;601.9;12158380
France;1901;11;3;11.0454545455;564.0875;11394567.5
France;1901;11;4;9.8636363636;451.6625;9123582.5
France;1901;11;5;8.8636363636;522.5625;10555762.5
France;1901;11;6;9.0727272727;562.55;11363510
France;1901;11;7;8.7;513.1;10364620
France;1901;11;8;8.2363636364;489.65;9890930
France;1901;11;9;8.0454545455;508.525;10272205
France;1901;11;10;7.9636363636;468.3625;9460922.5
France;1901;11;11;8.1545454545;532.625;10759025
France;1901;11;12;8.2818181818;534.5;10796900
France;1901;11;13;8.7;509.5625;10293162.5
France;1901;11;14;7.9818181818;461.05;9313210
France;1901;11;15;6.8636363636;447.05;9030410
France;1901;11;16;6.6363636364;472.9375;9553337.5
France;1901;11;17;6.7818181818;464.5875;9384667.5
France;1901;11;18;7.0545454545;471.3875;9522027.5
France;1901;11;19;6.8363636364;427.5875;8637267.5
France;1901;11;20;6.8727272727;380.6375;7688877.5
France;1901;11;21;7.5454545455;340.2625;6873302.5
France;1901;11;22;7.1909090909;379.2;7659840
France;1901;11;23;7.5727272727;369.9375;7472737.5
France;1901;11;24;7.2545454545;399.9;8077980
France;1901;11;25;6.2090909091;425.575;8596615
France;1901;11;26;5.9545454545;415.1375;8385777.5
France;1901;11;27;5.7181818182;430.3125;8692312.5
France;1901;11;28;4.7;396.8125;8015612.5
France;1901;11;29;4.9272727273;352.025;7110905
France;1901;11;30;4.1363636364;392.775;7934055
France;1901;12;1;5.2090909091;395.8125;7995412.5
France;1901;12;2;5.6363636364;393.8625;7956022.5
France;1901;12;3;5.5363636364;368.15;7436630
France;1901;12;4;5.8818181818;381.4375;7705037.5
France;1901;12;5;6.3181818182;379.325;7662365
France;1901;12;6;5.7;366.625;7405825
France;1901;12;7;4.9363636364;333.1;6728620
France;1901;12;8;4.4636363636;383.375;7744175
France;1901;12;9;3.7909090909;401.3;8106260
France;1901;12;10;2.8818181818;410.525;8292605
France;1901;12;11;2.8;405.3625;8188322.5
France;1901;12;12;2.8545454545;401.7;8114340
France;1901;12;13;3.2454545455;343.825;6945265
France;1901;12;14;3.6363636364;354.0125;7151052.5
France;1901;12;15;3.1727272727;318.4875;6433447.5
France;1901;12;16;3.6272727273;344.6625;6962182.5
France;1901;12;17;2.6727272727;366.1375;7395977.5
France;1901;12;18;2.2909090909;373.175;7538135
France;1901;12;19;2.7818181818;350.1;7072020
France;1901;12;20;3.1727272727;321.825;6500865
France;1901;12;21;3.8;280.35;5663070
France;1901;12;22;4.4545454545;295.4625;5968342.5
France;1901;12;23;5.1909090909;297.8125;6015812.5
France;1901;12;24;5.1272727273;306.5;6191300
France;1901;12;25;4.5181818182;343.8875;6946527.5
France;1901;12;26;3.1454545455;397.0625;8020662.5
France;1901;12;27;3.1272727273;392.3625;7925722.5
France;1901;12;28;2.8454545455;372.2875;7520207.5
France;1901;12;29;3.7363636364;387.4125;7825732.5
France;1901;12;30;4.8363636364;371.6;7506320
France;1901;12;31;5.6818181818;296.1125;5981472.5
France;1902;1;1;4.9272727273;293.8875;5936527.5
France;1902;1;2;3.5363636364;368.1875;7437387.5
France;1902;1;3;3.6;331.55;6697310
France;1902;1;4;3.6;372.6875;7528287.5
France;1902;1;5;4.3909090909;336.6875;6801087.5
France;1902;1;6;5.2727272727;368.4625;7442942.5
France;1902;1;7;5.3727272727;345.7125;6983392.5
France;1902;1;8;5.3181818182;370.55;7485110
France;1902;1;9;5.2636363636;324.3125;6551112.5
France;1902;1;10;4.9636363636;380.45;7685090
France;1902;1;11;5.6272727273;383.3;7742660
France;1902;1;12;5.8;380.9;7694180
France;1902;1;13;5.9272727273;432.0875;8728167.5
France;1902;1;14;4.1545454545;424.0375;8565557.5
France;1902;1;15;3.9454545455;426.825;8621865
France;1902;1;16;4.6818181818;372.1125;7516672.5
France;1902;1;17;5.5636363636;489.7375;9892697.5
France;1902;1;18;5.8090909091;437.8125;8843812.5
France;1902;1;19;6.3;370.6375;7486877.5
France;1902;1;20;5.9090909091;429.05;8666810
France;1902;1;21;4.9454545455;467.1;9435420
France;1902;1;22;4.5454545455;430.425;8694585
France;1902;1;23;4.2818181818;440.725;8902645
France;1902;1;24;3.3181818182;449.675;9083435
France;1902;1;25;2.3181818182;499.625;10092425
France;1902;1;26;2.0818181818;459.675;9285435
France;1902;1;27;1.7;453.275;9156155
France;1902;1;28;2.7181818182;498.725;10074245
France;1902;1;29;2.5545454545;431.125;8708725
France;1902;1;30;2.5;507.4875;10251247.5
France;1902;1;31;2.9;481.1125;9718472.5
France;1902;2;1;3.4090909091;461.925;9330885
France;1902;2;2;3.2181818182;570.2625;11519302.5
France;1902;2;3;3.5636363636;586.75;11852350
France;1902;2;4;4.8454545455;582.925;11775085
France;1902;2;5;5.5727272727;533.9625;10786042.5
France;1902;2;6;5.4090909091;619.0875;12505567.5
France;1902;2;7;3.4545454545;626.1;12647220
France;1902;2;8;3.9;617.9375;12482337.5
France;1902;2;9;3.2272727273;599.325;12106365
France;1902;2;10;3.2818181818;662.95;13391590
France;1902;2;11;4.3272727273;669.5375;13524657.5
France;1902;2;12;3.6363636364;745.3375;15055817.5
France;1902;2;13;3.3636363636;653.6;13202720
France;1902;2;14;3.8727272727;643.825;13005265
France;1902;2;15;4.2272727273;717.675;14497035
France;1902;2;16;4.1727272727;778.4125;15723932.5
France;1902;2;17;4.6272727273;666.675;13466835
France;1902;2;18;5;757.7625;15306802.5
France;1902;2;19;4.5545454545;824.975;16664495
France;1902;2;20;4.6727272727;803.5;16230700
France;1902;2;21;4.2818181818;791.2625;15983502.5
France;1902;2;22;4.5727272727;757.75;15306550
France;1902;2;23;4.7909090909;772.4125;15602732.5
France;1902;2;24;5.7727272727;790.0375;15958757.5
France;1902;2;25;5.6272727273;713.9625;14422042.5
France;1902;2;26;4.5454545455;800.7875;16175907.5
France;1902;2;27;4.2181818182;766.2625;15478502.5
France;1902;2;28;4.6454545455;837.0625;16908662.5
France;1902;2;29;6.8;853.0833333333;17232283.3333333
France;1902;3;1;4.5545454545;779.9125;15754232.5
France;1902;3;2;4.8545454545;881.625;17808825
France;1902;3;3;4.9;979.125;19778325
France;1902;3;4;4.5909090909;999.675;20193435
France;1902;3;5;4.4727272727;1166;23553200
France;1902;3;6;4.7545454545;1078.7125;21789992.5
France;1902;3;7;5.0545454545;1101.4875;22250047.5
France;1902;3;8;6.6727272727;1165.0125;23533252.5
France;1902;3;9;6.7454545455;1149.275;23215355
France;1902;3;10;5.9363636364;1121.7375;22659097.5
France;1902;3;11;5.9272727273;1099.9375;22218737.5
France;1902;3;12;5.7545454545;1238.5;25017700
France;1902;3;13;6.1545454545;1173.225;23699145
France;1902;3;14;7.0181818182;1245.8625;25166422.5
France;1902;3;15;8.5181818182;1262.9625;25511842.5
France;1902;3;16;9.1909090909;1261.5875;25484067.5
France;1902;3;17;8.5545454545;1140.7125;23042392.5
France;1902;3;18;7.9363636364;1213.3625;24509922.5
France;1902;3;19;7.5363636364;1315.65;26576130
France;1902;3;20;7.9636363636;1269.125;25636325
France;1902;3;21;7.4818181818;1171.6375;23667077.5
France;1902;3;22;7.4363636364;1239.9;25045980
France;1902;3;23;7.3727272727;1343.175;27132135
France;1902;3;24;8.0181818182;1208.5;24411700
France;1902;3;25;8.3909090909;1244.15;25131830
France;1902;3;26;8.6727272727;1363.075;27534115
France;1902;3;27;8.6545454545;1292.4375;26107237.5
France;1902;3;28;8.5818181818;1237.7875;25003307.5
France;1902;3;29;9.2727272727;1344.9125;27167232.5
France;1902;3;30;8.9454545455;1219.3;24629860
France;1902;3;31;9.2181818182;1344.3194444444;27155252.7777777
France;1902;4;1;9.8818181818;1499.35;30286870
France;1902;4;2;10.6;1435.0875;28988767.5
France;1902;4;3;9.9909090909;1270.4125;25662332.5
France;1902;4;4;8.1090909091;1290.325;26064565
France;1902;4;5;8.4;1548.5125;31279952.5
France;1902;4;6;9.4909090909;1691.1625;34161482.5
France;1902;4;7;9.1545454545;1586.5583333333;32048478.3333333
France;1902;4;8;7.9636363636;1579.8125;31912212.5
France;1902;4;9;9.2363636364;1740.125;35150525
France;1902;4;10;10;1694.7;34232940
France;1902;4;11;9.7545454545;1531.65;30939330
France;1902;4;12;9.9727272727;1624.75;32819950
France;1902;4;13;10.3727272727;1660.0625;33533262.5
France;1902;4;14;11.5818181818;1870.3625;37781322.5
France;1902;4;15;10.6909090909;1828.0375;36926357.5
France;1902;4;16;10.2272727273;1692.9875;34198347.5
France;1902;4;17;10.6909090909;1795.775;36274655
France;1902;4;18;10.2818181818;1709.0375;34522557.5
France;1902;4;19;10.3181818182;1894.9875;38278747.5
France;1902;4;20;10.9181818182;1719.4125;34732132.5
France;1902;4;21;11.7636363636;1835.35;37074070
France;1902;4;22;12.0636363636;1935.2375;39091797.5
France;1902;4;23;12.5272727273;1898.4125;38347932.5
France;1902;4;24;13.6545454545;2020.125;40806525
France;1902;4;25;13.6545454545;1723.5375;34815457.5
France;1902;4;26;12.7272727273;1588.2375;32082397.5
France;1902;4;27;12.2363636364;1783.05;36017610
France;1902;4;28;11.8363636364;1624.0875;32806567.5
France;1902;4;29;11.9727272727;1694.45;34227890
France;1902;4;30;12.5;1663.15;33595630
France;1902;5;1;13.0272727273;1651.5;33360300
France;1902;5;2;13.0545454545;1860.6625;37585382.5
France;1902;5;3;12.5272727273;1756.775;35486855
France;1902;5;4;12.0818181818;1977.1375;39938177.5
France;1902;5;5;12.0545454545;1949.4125;39378132.5
France;1902;5;6;12.3181818182;1894.1125;38261072.5
France;1902;5;7;13.5818181818;1860.7625;37587402.5
France;1902;5;8;13.4;1699.0875;34321567.5
France;1902;5;9;13.2727272727;1720.15;34747030
France;1902;5;10;13.9818181818;1849.825;37366465
France;1902;5;11;12.9181818182;1854.0625;37452062.5
France;1902;5;12;12.3727272727;1787.3375;36104217.5
France;1902;5;13;12.2727272727;1917.2375;38728197.5
France;1902;5;14;12.3;1762.975;35612095
France;1902;5;15;12.1090909091;1758.3375;35518417.5
France;1902;5;16;12.7090909091;1868.0875;37735367.5
France;1902;5;17;13.4636363636;2003.775;40476255
France;1902;5;18;14.2545454545;2029.275;40991355
France;1902;5;19;14.2636363636;1977.7597222222;39950746.3888888
France;1902;5;20;14.1181818182;1910.125;38584525
France;1902;5;21;14.3363636364;1891.1486111111;38201201.9444444
France;1902;5;22;13.9545454545;1873.6222222222;37847168.8888888
France;1902;5;23;14.0272727273;2118.4638888889;42792970.5555556
France;1902;5;24;15.0636363636;2163.6138888889;43705000.5555556
France;1902;5;25;16.5818181818;2228.3486111111;45012641.9444444
France;1902;5;26;15.3181818182;1786.4430555556;36086149.7222223
France;1902;5;27;14.6727272727;1920.1236111111;38786496.9444444
France;1902;5;28;14.3363636364;1926.6375;38918077.5
France;1902;5;29;14.4727272727;2075.8027777778;41931216.1111112
France;1902;5;30;14.5272727273;1995.3958333333;40306995.8333333
France;1902;5;31;13.6272727273;1755.5319444444;35461745.2777777
France;1902;6;1;14.4454545455;1755.2291666667;35455629.1666667
France;1902;6;2;16.1181818182;1956.6847222222;39525031.3888888
France;1902;6;3;15.9272727273;2105.4138888889;42529360.5555556
France;1902;6;4;15.3272727273;2086.5944444444;42149207.7777777
France;1902;6;5;16.3363636364;2241.7041666667;45282424.1666667
France;1902;6;6;16.0454545455;1997.7819444444;40355195.2777777
France;1902;6;7;16.3181818182;2082.7013888889;42070568.0555556
France;1902;6;8;16.7090909091;1958.0861111111;39553339.4444444
France;1902;6;9;16.7545454545;2135.7680555556;43142514.7222223
France;1902;6;10;16.9;1829.3875;36953627.5
France;1902;6;11;16.7818181818;2164.175;43716335
France;1902;6;12;16.1454545455;2143.3013888889;43294688.0555556
France;1902;6;13;16.3;2124.2194444444;42909232.7777777
France;1902;6;14;16.7454545455;2095.2958333333;42324975.8333333
France;1902;6;15;15.9;1844.2097222222;37253036.3888888
France;1902;6;16;16.4363636364;2127.0527777778;42966466.1111112
France;1902;6;17;17.0909090909;2093.1694444444;42282022.7777777
France;1902;6;18;17.5454545455;2031.2180555556;41030604.7222223
France;1902;6;19;16.8090909091;2040.1847222222;41211731.3888888
France;1902;6;20;16.6545454545;2086.7083333333;42151508.3333333
France;1902;6;21;16.8909090909;2127.7708333333;42980970.8333333
France;1902;6;22;17.1818181818;2256.2875;45577007.5
France;1902;6;23;16.8818181818;2426.7375;49020097.5
France;1902;6;24;17.6545454545;2422.3;48930460
France;1902;6;25;17.5090909091;2246.975;45388895
France;1902;6;26;18.1727272727;2376.2763888889;48000783.0555556
France;1902;6;27;19.6363636364;2311.7902777778;46698163.6111112
France;1902;6;28;19.3363636364;2203.3166666667;44506996.6666667
France;1902;6;29;18.2181818182;2155.8597222222;43548366.3888889
France;1902;6;30;18.7363636364;2377.5;48025500
France;1902;7;1;19.1727272727;2237.1125;45189672.5
France;1902;7;2;19.5818181818;2141.3125;43254512.5
France;1902;7;3;18.8454545455;2084.875;42114475
France;1902;7;4;18.6181818182;2169.8125;43830212.5
France;1902;7;5;18.4818181818;2096.825;42355865
France;1902;7;6;17.6454545455;2353.2125;47534892.5
France;1902;7;7;17.3181818182;2262.2375;45697197.5
France;1902;7;8;17.1636363636;2273.95;45933790
France;1902;7;9;17.5636363636;2217.35;44790470
France;1902;7;10;17.5636363636;2141.1;43250220
France;1902;7;11;18.0454545455;2160.4625;43641342.5
France;1902;7;12;17.6909090909;1827.4875;36915247.5
France;1902;7;13;18.4090909091;1980.475;40005595
France;1902;7;14;19.2090909091;2109.3625;42609122.5
France;1902;7;15;20.4272727273;2257.025;45591905
France;1902;7;16;19.8636363636;2342.25;47313450
France;1902;7;17;20;2032.9375;41065337.5
France;1902;7;18;20.3636363636;2216.85;44780370
France;1902;7;19;20.1363636364;2089.5875;42209667.5
France;1902;7;20;19.2454545455;1930.3;38992060
France;1902;7;21;19.8;2083.8875;42094527.5
France;1902;7;22;19.7909090909;2021.75;40839350
France;1902;7;23;19.0454545455;2089.725;42212445
France;1902;7;24;19.8363636364;2169.8375;43830717.5
France;1902;7;25;20.2454545455;2122.3;42870460
France;1902;7;26;20.4;2043.125;41271125
France;1902;7;27;20.2909090909;1972.9375;39853337.5
France;1902;7;28;20.1909090909;1878.6125;37947972.5
France;1902;7;29;18.9909090909;1912.575;38634015
France;1902;7;30;18.4090909091;2042;41248400
France;1902;7;31;19.7363636364;2216.4125;44771532.5
France;1902;8;1;20.5090909091;2043.625;41281225
France;1902;8;2;19.7;1908.3125;38547912.5
France;1902;8;3;18.9454545455;1920.2;38788040
France;1902;8;4;19.1363636364;2036.075;41128715
France;1902;8;5;19.8363636364;2128.5875;42997467.5
France;1902;8;6;19.2454545455;1884.45;38065890
France;1902;8;7;18.2;1760.7375;35566897.5
France;1902;8;8;18.0090909091;1845.4375;37277837.5
France;1902;8;9;18.3272727273;1936.85;39124370
France;1902;8;10;18.1909090909;1989.6625;40191182.5
France;1902;8;11;18.3909090909;1963.7875;39668507.5
France;1902;8;12;17.6454545455;1994.6125;40291172.5
France;1902;8;13;17.0545454545;1824.5375;36855657.5
France;1902;8;14;17.3181818182;1800.8125;36376412.5
France;1902;8;15;18.3818181818;1863.4875;37642447.5
France;1902;8;16;18.2909090909;1815.0375;36663757.5
France;1902;8;17;18.7636363636;1821.4375;36793037.5
France;1902;8;18;19.6272727273;1849.55;37360910
France;1902;8;19;18.8636363636;1805.1875;36464787.5
France;1902;8;20;18.2090909091;1736.9;35085380
France;1902;8;21;18.5;1926.825;38921865
France;1902;8;22;17.8909090909;1762.6375;35605277.5
France;1902;8;23;18.3454545455;1764.225;35637345
France;1902;8;24;16.8909090909;1582.175;31959935
France;1902;8;25;16.7727272727;1593.625;32191225
France;1902;8;26;17.5363636364;1667.6;33685520
France;1902;8;27;17.6090909091;1656.75;33466350
France;1902;8;28;16.9363636364;1717.4125;34691732.5
France;1902;8;29;16.2363636364;1707.9375;34500337.5
France;1902;8;30;16.5363636364;1862.1875;37616187.5
France;1902;8;31;17.3272727273;1723.3625;34811922.5
