Abs_int_PAR	Elapsed_time	Inc_PAR	Num_plante	Num_talle	Sum_PAR	Temp_cum
81343.8089621	185.0	23230000	3	(1, 2, 1)	991590.761099	1238.9
80817.6891103	185.0	23230000	3	(1, 3)	947057.015477	1238.9
517.96629535	185.0	23230000	3	(1, 4)	72082.9079695	1238.9
88497.1263791	185.0	23230000	3	(1,)	889699.673406	1238.9
87053.1625277	185.0	23230000	4	(1, 2)	787770.846247	1238.9
108180.373769	185.0	23230000	4	(1, 4)	989826.928085	1238.9
102219.479294	185.0	23230000	4	(1,)	923052.837178	1238.9
164907.359751	186.0	42379600	1	(1, 2)	1458656.0032	1252.3
173526.348663	186.0	42379600	1	(1, 2, 1)	1464744.68549	1252.3
266.517849809	186.0	42379600	1	(1, 4)	314772.684426	1252.3
162340.358741	186.0	42379600	1	(1,)	1268460.35954	1252.3
156754.800694	186.0	42379600	2	(1, 2)	1239777.00669	1252.3
3834.95129388	186.0	42379600	2	(1, 2, 1)	514201.291781	1252.3
190155.635225	186.0	42379600	2	(1, 3)	1504306.29951	1252.3
214388.712209	186.0	42379600	2	(1, 4)	1714288.4973	1252.3
123144.710485	186.0	42379600	2	(1,)	971903.054595	1252.3
153977.823914	186.0	42379600	3	(1, 2)	1541020.47705	1252.3
148125.371451	186.0	42379600	3	(1, 2, 1)	1564529.99772	1252.3
148626.095498	186.0	42379600	3	(1, 3)	1510014.71977	1252.3
938.903692162	186.0	42379600	3	(1, 4)	115061.241003	1252.3
159615.082531	186.0	42379600	3	(1,)	1394308.31211	1252.3
176655.256	186.0	42379600	4	(1, 2)	1559056.74344	1252.3
243024.361941	186.0	42379600	4	(1, 4)	2046979.31131	1252.3
190571.79262	186.0	42379600	4	(1,)	1486091.09577	1252.3
198732.578169	187.0	41329200	1	(1, 2)	1491936.49959	1267.7
204605.352199	187.0	41329200	1	(1, 2, 1)	1467473.93168	1267.7
231.59913614	187.0	41329200	1	(1, 4)	238008.106695	1267.7
192313.352322	187.0	41329200	1	(1,)	1279016.11577	1267.7
153665.02514	187.0	41329200	2	(1, 2)	1166459.27693	1267.7
1099.89858527	187.0	41329200	2	(1, 2, 1)	1587971.2436	1267.7
207004.509102	187.0	41329200	2	(1, 3)	1544600.12731	1267.7
238187.451153	187.0	41329200	2	(1, 4)	1726512.02682	1267.7
137772.53834	187.0	41329200	2	(1,)	925317.175116	1267.7
149846.701479	187.0	41329200	3	(1, 2)	1282485.87684	1267.7
144544.116287	187.0	41329200	3	(1, 2, 1)	1304358.44877	1267.7
149568.874647	187.0	41329200	3	(1, 3)	1299180.05912	1267.7
935.988200708	187.0	41329200	3	(1, 4)	99807.3347637	1267.7
142418.769603	187.0	41329200	3	(1,)	1199704.25011	1267.7
176614.383212	187.0	41329200	4	(1, 2)	1322981.80333	1267.7
240467.131444	187.0	41329200	4	(1, 4)	1721068.53598	1267.7
189632.224659	187.0	41329200	4	(1,)	1258733.90953	1267.7
77338.499812	188.0	15634800	1	(1, 2)	638670.343924	1281.4
76876.714361	188.0	15634800	1	(1, 2, 1)	607104.111257	1281.4
94.2846333378	188.0	15634800	1	(1, 4)	108917.053665	1281.4
75119.6478659	188.0	15634800	1	(1,)	550911.966983	1281.4
61098.5125262	188.0	15634800	2	(1, 2)	510060.03468	1281.4
423.013993525	188.0	15634800	2	(1, 2, 1)	686506.854905	1281.4
83522.6086785	188.0	15634800	2	(1, 3)	685640.580804	1281.4
93064.2721988	188.0	15634800	2	(1, 4)	742598.4594	1281.4
53957.3074124	188.0	15634800	2	(1,)	399538.736156	1281.4
57784.622413	188.0	15634800	3	(1, 2)	544447.073597	1281.4
56233.8610316	188.0	15634800	3	(1, 2, 1)	558067.112505	1281.4
57128.763099	188.0	15634800	3	(1, 3)	546047.486876	1281.4
361.74323069	188.0	15634800	3	(1, 4)	43360.3372139	1281.4
54878.9029775	188.0	15634800	3	(1,)	509222.346217	1281.4
68862.2298001	188.0	15634800	4	(1, 2)	567451.845043	1281.4
92872.8052059	188.0	15634800	4	(1, 4)	731921.65281	1281.4
73914.1939598	188.0	15634800	4	(1,)	541038.002356	1281.4
242681.205888	189.0	47954800	1	(1, 2)	2572639.8032	1291.9
245003.081334	189.0	47954800	1	(1, 2, 1)	2485469.20512	1291.9
254.707933539	189.0	47954800	1	(1, 4)	383909.367052	1291.9
233702.991752	189.0	47954800	1	(1,)	2204145.94845	1291.9
192286.422016	189.0	47954800	2	(1, 2)	2060272.47472	1291.9
1256.97548094	189.0	47954800	2	(1, 2, 1)	2661633.28001	1291.9
260988.25626	189.0	47954800	2	(1, 3)	2750533.48068	1291.9
292265.507459	189.0	47954800	2	(1, 4)	2995347.22557	1291.9
170220.176558	189.0	47954800	2	(1,)	1620715.33558	1291.9
179513.433656	189.0	47954800	3	(1, 2)	1978403.41295	1291.9
175227.090122	189.0	47954800	3	(1, 2, 1)	1979060.55184	1291.9
176171.770721	189.0	47954800	3	(1, 3)	1951398.73952	1291.9
1125.2951904	189.0	47954800	3	(1, 4)	175990.801395	1291.9
170870.68482	189.0	47954800	3	(1,)	1870288.35894	1291.9
216523.080246	189.0	47954800	4	(1, 2)	2290493.22152	1291.9
289513.505135	189.0	47954800	4	(1, 4)	2931076.22569	1291.9
230862.763102	189.0	47954800	4	(1,)	2173267.18115	1291.9
279551.182656	190.0	53671400	1	(1, 2)	2516220.15525	1303.9
284907.540093	190.0	53671400	1	(1, 2, 1)	2426911.38355	1303.9
312.942908685	190.0	53671400	1	(1, 4)	412723.696064	1303.9
264862.249137	190.0	53671400	1	(1,)	2136552.77337	1303.9
222783.377556	190.0	53671400	2	(1, 2)	1996851.97623	1303.9
1438.98398241	190.0	53671400	2	(1, 2, 1)	2666155.18815	1303.9
298116.691758	190.0	53671400	2	(1, 3)	2617631.75678	1303.9
335493.683842	190.0	53671400	2	(1, 4)	2846477.40907	1303.9
192827.075623	190.0	53671400	2	(1,)	1549624.07462	1303.9
208559.002578	190.0	53671400	3	(1, 2)	1861036.66953	1303.9
198720.738192	190.0	53671400	3	(1, 2, 1)	1795002.65729	1303.9
201544.345511	190.0	53671400	3	(1, 3)	1799627.57994	1303.9
1308.88366217	190.0	53671400	3	(1, 4)	179115.267511	1303.9
197772.767164	190.0	53671400	3	(1,)	1760358.83628	1303.9
244069.585097	190.0	53671400	4	(1, 2)	2192351.14089	1303.9
327921.043486	190.0	53671400	4	(1, 4)	2787893.23932	1303.9
267337.688979	190.0	53671400	4	(1,)	2152560.08669	1303.9
288425.382086	191.0	52782600	1	(1, 2)	2123571.23599	1317.8
289070.937211	191.0	52782600	1	(1, 2, 1)	2130675.60984	1317.8
306.298430158	191.0	52782600	1	(1, 4)	348743.005507	1317.8
277175.958626	191.0	52782600	1	(1,)	1827513.1294	1317.8
224590.797316	191.0	52782600	2	(1, 2)	1742087.99816	1317.8
1413.39412799	191.0	52782600	2	(1, 2, 1)	2260784.63751	1317.8
294596.482453	191.0	52782600	2	(1, 3)	2238429.73251	1317.8
336106.873334	191.0	52782600	2	(1, 4)	2467514.74659	1317.8
195463.821503	191.0	52782600	2	(1,)	1359036.80615	1317.8
190028.27776	191.0	52782600	3	(1, 2)	1607856.03652	1317.8
188414.681058	191.0	52782600	3	(1, 2, 1)	1521881.90014	1317.8
179730.138881	191.0	52782600	3	(1, 3)	1494674.62374	1317.8
440.40743004	191.0	52782600	3	(1, 4)	517487.185147	1317.8
198103.840567	191.0	52782600	3	(1,)	1482011.46509	1317.8
247700.024683	191.0	52782600	4	(1, 2)	1820183.94722	1317.8
320387.3211	191.0	52782600	4	(1, 4)	2356910.90548	1317.8
276152.867555	191.0	52782600	4	(1,)	1817600.78431	1317.8
264930.938186	192.0	46944800	1	(1, 2)	1518549.89892	1335.2
269414.253625	192.0	46944800	1	(1, 2, 1)	1495229.65298	1335.2
270.509230302	192.0	46944800	1	(1, 4)	246041.50547	1335.2
252615.272405	192.0	46944800	1	(1,)	1300123.7148	1335.2
212059.631639	192.0	46944800	2	(1, 2)	1237627.08261	1335.2
1257.3647283	192.0	46944800	2	(1, 2, 1)	1606655.39246	1335.2
270320.110858	192.0	46944800	2	(1, 3)	1558667.33341	1335.2
308155.324302	192.0	46944800	2	(1, 4)	1812438.32349	1335.2
184067.341744	192.0	46944800	2	(1,)	962788.145479	1335.2
208773.484679	192.0	46944800	3	(1, 2)	1304566.31521	1335.2
221500.337108	192.0	46944800	3	(1, 2, 1)	1391683.76672	1335.2
211861.101318	192.0	46944800	3	(1, 3)	1369428.88932	1335.2
393.137820198	192.0	46944800	3	(1, 4)	369024.618215	1335.2
214931.863608	192.0	46944800	3	(1,)	1202815.29821	1335.2
205992.945984	192.0	46944800	4	(1, 2)	1178490.50073	1335.2
288814.818976	192.0	46944800	4	(1, 4)	1599964.11521	1335.2
250597.489116	192.0	46944800	4	(1,)	1287546.90736	1335.2
297243.988123	193.0	50560600	1	(1, 2)	1418234.82053	1355.5
306261.089819	193.0	50560600	1	(1, 2, 1)	1416171.17829	1355.5
288.840741847	193.0	50560600	1	(1, 4)	225184.217672	1355.5
279977.17585	193.0	50560600	1	(1,)	1203005.42261	1355.5
242971.56976	193.0	50560600	2	(1, 2)	1179771.43719	1355.5
1356.50619059	193.0	50560600	2	(1, 2, 1)	1485718.23294	1355.5
308900.777299	193.0	50560600	2	(1, 3)	1482375.18907	1355.5
351405.098839	193.0	50560600	2	(1, 4)	1652732.67669	1355.5
208159.338696	193.0	50560600	2	(1,)	908627.121551	1355.5
229525.013053	193.0	50560600	3	(1, 2)	1219610.69745	1355.5
249205.011992	193.0	50560600	3	(1, 2, 1)	1253261.80252	1355.5
235853.603831	193.0	50560600	3	(1, 3)	1227630.09998	1355.5
432.201151188	193.0	50560600	3	(1, 4)	347735.99184	1355.5
248489.166688	193.0	50560600	3	(1,)	1183491.72241	1355.5
239201.192926	193.0	50560600	4	(1, 2)	1139198.66307	1355.5
321217.724745	193.0	50560600	4	(1, 4)	1482685.77034	1355.5
285426.741998	193.0	50560600	4	(1,)	1224390.81531	1355.5
246118.583293	194.0	40238400	1	(1, 2)	1241772.41657	1374.2
254333.781763	194.0	40238400	1	(1, 2, 1)	1244622.29846	1374.2
235.994627747	194.0	40238400	1	(1, 4)	199726.662774	1374.2
230154.074952	194.0	40238400	1	(1,)	1048445.23636	1374.2
201321.824704	194.0	40238400	2	(1, 2)	1033230.39012	1374.2
1081.53933285	194.0	40238400	2	(1, 2, 1)	1285912.51387	1374.2
255092.03671	194.0	40238400	2	(1, 3)	1294295.86338	1374.2
291142.558755	194.0	40238400	2	(1, 4)	1448515.76752	1374.2
171645.516496	194.0	40238400	2	(1,)	794041.40291	1374.2
187534.5887	194.0	40238400	3	(1, 2)	1085281.39829	1374.2
204396.782306	194.0	40238400	3	(1, 2, 1)	1119316.587	1374.2
188480.105291	194.0	40238400	3	(1, 3)	1068393.74089	1374.2
334.156239382	194.0	40238400	3	(1, 4)	291855.398346	1374.2
206633.310749	194.0	40238400	3	(1,)	1071472.24767	1374.2
199291.084671	194.0	40238400	4	(1, 2)	1003707.57053	1374.2
261530.7102	194.0	40238400	4	(1, 4)	1277618.93196	1374.2
237478.34408	194.0	40238400	4	(1,)	1080061.15488	1374.2
332944.711673	195.0	52924000	1	(1, 2)	1794540.6181	1391.3
346395.452592	195.0	52924000	1	(1, 2, 1)	1812139.00023	1391.3
309.319057005	195.0	52924000	1	(1, 4)	286276.765993	1391.3
282137.879038	195.0	52924000	1	(1,)	1535861.3172	1391.3
274908.458477	195.0	52924000	2	(1, 2)	1506625.13398	1391.3
1413.72565224	195.0	52924000	2	(1, 2, 1)	1838144.88039	1391.3
344903.383725	195.0	52924000	2	(1, 3)	1869223.02948	1391.3
394726.252916	195.0	52924000	2	(1, 4)	2098634.31968	1391.3
233178.72058	195.0	52924000	2	(1,)	1154566.13195	1391.3
261111.968803	195.0	52924000	3	(1, 2)	1544453.26925	1391.3
281706.898501	195.0	52924000	3	(1, 2, 1)	1691805.02082	1391.3
259465.357233	195.0	52924000	3	(1, 3)	1516322.24021	1391.3
447.556386306	195.0	52924000	3	(1, 4)	427475.678915	1391.3
285278.433224	195.0	52924000	3	(1,)	1512930.70289	1391.3
271949.725147	195.0	52924000	4	(1, 2)	1463219.58696	1391.3
349767.318358	195.0	52924000	4	(1, 4)	1826672.11842	1391.3
292944.795505	195.0	52924000	4	(1,)	1591873.40399	1391.3
219855.360786	196.0	34400600	1	(1, 2)	1166525.90451	1408.5
226987.33089	196.0	34400600	1	(1, 2, 1)	1169291.21557	1408.5
163473.83301	196.0	34400600	1	(1,)	875936.097269	1408.5
198391.848871	196.0	34400600	2	(1, 2)	1055980.18087	1408.5
232467.031832	196.0	34400600	2	(1, 3)	1223915.43505	1408.5
264889.895774	196.0	34400600	2	(1, 4)	1368740.06572	1408.5
149477.304243	196.0	34400600	2	(1,)	803503.260432	1408.5
175622.507721	196.0	34400600	3	(1, 2)	1007043.5033	1408.5
194208.818291	196.0	34400600	3	(1, 2, 1)	1078651.22235	1408.5
175485.641647	196.0	34400600	3	(1, 3)	994496.705684	1408.5
293.352862371	196.0	34400600	3	(1, 4)	278561.854982	1408.5
190974.652597	196.0	34400600	3	(1,)	984385.229355	1408.5
178001.469056	196.0	34400600	4	(1, 2)	942818.496541	1408.5
228052.080975	196.0	34400600	4	(1, 4)	1172800.64155	1408.5
191696.673963	196.0	34400600	4	(1,)	1025365.04785	1408.5
327214.416201	197.0	50580800	1	(1, 2)	1960687.38616	1423.6
338068.055601	197.0	50580800	1	(1, 2, 1)	1967216.08736	1423.6
243584.655375	197.0	50580800	1	(1,)	1473859.23214	1423.6
295615.824481	197.0	50580800	2	(1, 2)	1776914.108	1423.6
344533.669798	197.0	50580800	2	(1, 3)	2048655.8939	1423.6
393321.201257	197.0	50580800	2	(1, 4)	2295718.84164	1423.6
222721.072519	197.0	50580800	2	(1,)	1351896.92737	1423.6
264833.088803	197.0	50580800	3	(1, 2)	1692790.33951	1423.6
295388.286585	197.0	50580800	3	(1, 2, 1)	1830037.45444	1423.6
263830.449875	197.0	50580800	3	(1, 3)	1667086.4633	1423.6
435.764553735	197.0	50580800	3	(1, 4)	471340.454129	1423.6
287738.570655	197.0	50580800	3	(1,)	1656876.50556	1423.6
263545.678487	197.0	50580800	4	(1, 2)	1576469.02482	1423.6
336325.058036	197.0	50580800	4	(1, 4)	1953809.93446	1423.6
284949.178279	197.0	50580800	4	(1,)	1721154.3017	1423.6
350430.26382	198.0	53691600	1	(1, 2)	2498580.99553	1436.2
361995.028487	198.0	53691600	1	(1, 2, 1)	2507006.10139	1436.2
260901.72855	198.0	53691600	1	(1,)	1878316.59839	1436.2
317025.005862	198.0	53691600	2	(1, 2)	2267454.07072	1436.2
366898.629328	198.0	53691600	2	(1, 3)	2596108.991	1436.2
420869.728339	198.0	53691600	2	(1, 4)	2923578.47589	1436.2
238843.700019	198.0	53691600	2	(1,)	1724931.89824	1436.2
287710.764151	198.0	53691600	3	(1, 2)	2165267.86485	1436.2
321475.588637	198.0	53691600	3	(1, 2, 1)	2346245.78337	1436.2
284404.763116	198.0	53691600	3	(1, 3)	2116322.23828	1436.2
450.027064063	198.0	53691600	3	(1, 4)	583348.183589	1436.2
311235.241039	198.0	53691600	3	(1,)	2113785.39417	1436.2
283715.008779	198.0	53691600	4	(1, 2)	2019449.71179	1436.2
359239.707095	198.0	53691600	4	(1, 4)	2483803.66068	1436.2
306325.450365	198.0	53691600	4	(1,)	2201540.25088	1436.2
360608.129191	199.0	55186400	1	(1, 2)	2472040.24977	1449.3
371344.249167	199.0	55186400	1	(1, 2, 1)	2472649.6804	1449.3
267846.695062	199.0	55186400	1	(1,)	1853978.39168	1449.3
328731.278892	199.0	55186400	2	(1, 2)	2244839.78197	1449.3
379494.033551	199.0	55186400	2	(1, 3)	2563983.41748	1449.3
436195.509712	199.0	55186400	2	(1, 4)	2893605.5634	1449.3
248808.63403	199.0	55186400	2	(1,)	1715504.54475	1449.3
303325.728636	199.0	55186400	3	(1, 2)	2156348.16016	1449.3
338775.476725	199.0	55186400	3	(1, 2, 1)	2336827.49809	1449.3
296769.161524	199.0	55186400	3	(1, 3)	2086436.8062	1449.3
469.445940028	199.0	55186400	3	(1, 4)	585293.976094	1449.3
294852.915189	199.0	55186400	3	(1,)	2117237.80434	1449.3
291868.112222	199.0	55186400	4	(1, 2)	1997403.79517	1449.3
369132.28755	199.0	55186400	4	(1, 4)	2453851.86661	1449.3
314511.741747	199.0	55186400	4	(1,)	2173237.78145	1449.3
279796.183278	200.0	46904400	1	(1, 2)	2403480.81544	1461.5
296344.05695	200.0	46904400	1	(1, 2, 1)	2409663.27573	1461.5
227591.380899	200.0	46904400	1	(1,)	1691553.16446	1461.5
279571.722962	200.0	46904400	2	(1, 2)	2048829.06646	1461.5
322758.460768	200.0	46904400	2	(1, 3)	2340230.52647	1461.5
370796.277038	200.0	46904400	2	(1, 4)	2639785.36138	1461.5
211586.552697	200.0	46904400	2	(1,)	1565598.1457	1461.5
265316.178371	200.0	46904400	3	(1, 2)	1992067.09752	1461.5
295360.650325	200.0	46904400	3	(1, 2, 1)	2152828.85879	1461.5
256115.160725	200.0	46904400	3	(1, 3)	1902089.77978	1461.5
255924.309082	200.0	46904400	3	(1,)	1940593.56681	1461.5
211533.051952	200.0	46904400	4	(1, 2)	1815187.19971	1461.5
282557.981455	200.0	46904400	4	(1, 4)	2295283.60251	1461.5
266949.335078	200.0	46904400	4	(1,)	1980663.4676	1461.5
212453.915164	201.0	35612600	1	(1, 2)	1970357.3578	1472.8
225013.317997	201.0	35612600	1	(1, 2, 1)	1975375.88512	1472.8
172826.60001	201.0	35612600	1	(1,)	1386825.48691	1472.8
194717.515847	201.0	35612600	2	(1, 2)	1797645.61844	1472.8
217592.251789	201.0	35612600	2	(1, 3)	1967387.43247	1472.8
256461.180844	201.0	35612600	2	(1, 4)	2241751.92424	1472.8
160654.895292	201.0	35612600	2	(1,)	1283416.40437	1472.8
203356.505908	201.0	35612600	3	(1, 2)	1637844.98091	1472.8
226213.179654	201.0	35612600	3	(1, 2, 1)	1769013.12715	1472.8
196297.418855	201.0	35612600	3	(1, 3)	1563922.42698	1472.8
195833.134305	201.0	35612600	3	(1,)	1592780.71847	1472.8
160641.373499	201.0	35612600	4	(1, 2)	1488270.86847	1472.8
214356.187793	201.0	35612600	4	(1, 4)	1879949.51489	1472.8
202684.60744	201.0	35612600	4	(1,)	1623618.54497	1472.8
200633.455604	202.0	33633000	1	(1, 2)	1709452.14103	1485.1
212554.305765	202.0	33633000	1	(1, 2, 1)	1714291.86024	1485.1
163219.674803	202.0	33633000	1	(1,)	1203253.31965	1485.1
183934.619034	202.0	33633000	2	(1, 2)	1560040.48658	1485.1
205371.434148	202.0	33633000	2	(1, 3)	1705924.60886	1485.1
242116.284966	202.0	33633000	2	(1, 4)	1944299.87003	1485.1
151724.564172	202.0	33633000	2	(1,)	1113532.38795	1485.1
194116.279371	202.0	33633000	3	(1, 2)	1426314.18964	1485.1
215579.127307	202.0	33633000	3	(1, 2, 1)	1538318.39884	1485.1
187306.735889	202.0	33633000	3	(1, 3)	1361523.63897	1485.1
186632.980025	202.0	33633000	3	(1,)	1384735.89946	1485.1
151721.892401	202.0	33633000	4	(1, 2)	1291356.5068	1485.1
202162.581684	202.0	33633000	4	(1, 4)	1628861.91483	1485.1
191432.511877	202.0	33633000	4	(1,)	1408809.47895	1485.1
315590.404177	203.0	52903800	1	(1, 2)	2249910.07015	1499.8
334348.842631	203.0	52903800	1	(1, 2, 1)	2256329.1643	1499.8
256740.139494	203.0	52903800	1	(1,)	1583675.17809	1499.8
289324.185957	203.0	52903800	2	(1, 2)	2053264.54902	1499.8
322862.885851	203.0	52903800	2	(1, 3)	2244014.70899	1499.8
380892.402442	203.0	52903800	2	(1, 4)	2559347.94404	1499.8
238576.315771	203.0	52903800	2	(1,)	1465082.42646	1499.8
309222.331995	203.0	52903800	3	(1, 2)	1885439.07193	1499.8
342922.308501	203.0	52903800	3	(1, 2, 1)	2031080.31133	1499.8
298510.881221	203.0	52903800	3	(1, 3)	1800772.28252	1499.8
297284.619076	203.0	52903800	3	(1,)	1830224.50426	1499.8
238641.63427	203.0	52903800	4	(1, 2)	1699541.97596	1499.8
317508.305716	203.0	52903800	4	(1, 4)	2140554.85191	1499.8
301129.947882	203.0	52903800	4	(1,)	1854292.71784	1499.8
333191.602874	204.0	55853000	1	(1, 2)	2078468.6134	1516.6
352991.057187	204.0	55853000	1	(1, 2, 1)	2084367.95967	1516.6
271052.497583	204.0	55853000	1	(1,)	1462964.55269	1516.6
305452.984872	204.0	55853000	2	(1, 2)	1896760.93017	1516.6
340843.111122	204.0	55853000	2	(1, 3)	2072860.84834	1516.6
402125.805228	204.0	55853000	2	(1, 4)	2364269.71363	1516.6
251841.337702	204.0	55853000	2	(1,)	1353224.34381	1516.6
327026.040335	204.0	55853000	3	(1, 2)	1742690.53142	1516.6
362625.553751	204.0	55853000	3	(1, 2, 1)	1877157.37659	1516.6
315748.011088	204.0	55853000	3	(1, 3)	1664719.15761	1516.6
314517.420339	204.0	55853000	3	(1,)	1692263.37636	1516.6
251944.420649	204.0	55853000	4	(1, 2)	1569995.75885	1516.6
335131.037248	204.0	55853000	4	(1, 4)	1976942.21074	1516.6
317918.50968	204.0	55853000	4	(1,)	1712963.90088	1516.6
255828.496072	205.0	42884600	1	(1, 2)	1707685.81142	1532.3
271030.745125	205.0	42884600	1	(1, 2, 1)	1712532.7049	1532.3
208117.340201	205.0	42884600	1	(1,)	1201982.89155	1532.3
234530.44903	205.0	42884600	2	(1, 2)	1558393.35019	1532.3
261703.403551	205.0	42884600	2	(1, 3)	1703078.3502	1532.3
308756.993099	205.0	42884600	2	(1, 4)	1942502.14705	1532.3
193366.786446	205.0	42884600	2	(1,)	1111819.51716	1532.3
219621.324191	205.0	42884600	3	(1, 2)	1460901.3062	1532.3
257587.90114	205.0	42884600	3	(1, 2, 1)	1622234.95919	1532.3
212851.295646	205.0	42884600	3	(1, 3)	1386629.40519	1532.3
241490.225236	205.0	42884600	3	(1,)	1390376.55701	1532.3
193445.934652	205.0	42884600	4	(1, 2)	1289920.57638	1532.3
257317.615989	205.0	42884600	4	(1, 4)	1624270.93132	1532.3
244101.628745	205.0	42884600	4	(1,)	1407384.30441	1532.3
247272.757305	206.0	41450400	1	(1, 2)	1704870.46966	1547.5
261966.599658	206.0	41450400	1	(1, 2, 1)	1709709.41197	1547.5
201157.221463	206.0	41450400	1	(1,)	1200001.28738	1547.5
226686.987403	206.0	41450400	2	(1, 2)	1555824.14349	1547.5
252951.197156	206.0	41450400	2	(1, 3)	1700270.66109	1547.5
298431.170108	206.0	41450400	2	(1, 4)	1939299.79208	1547.5
186899.970541	206.0	41450400	2	(1,)	1109986.53658	1547.5
212276.471925	206.0	41450400	3	(1, 2)	1458492.82527	1547.5
248973.319812	206.0	41450400	3	(1, 2, 1)	1619560.47917	1547.5
205732.858793	206.0	41450400	3	(1, 3)	1384343.3952	1547.5
233414.00993	206.0	41450400	3	(1,)	1388084.37019	1547.5
186976.474071	206.0	41450400	4	(1, 2)	1287793.98863	1547.5
248712.074592	206.0	41450400	4	(1, 4)	1621593.09935	1547.5
235938.078924	206.0	41450400	4	(1,)	1405064.07417	1547.5
306680.881724	207.0	51409000	1	(1, 2)	1901773.11365	1564.4
324904.964439	207.0	51409000	1	(1, 2, 1)	1907170.89374	1564.4
218721.637533	207.0	51409000	1	(1,)	1383344.12686	1564.4
281149.31185	207.0	51409000	2	(1, 2)	1735512.81146	1564.4
313723.578982	207.0	51409000	2	(1, 3)	1896642.0106	1564.4
370130.257337	207.0	51409000	2	(1, 4)	2163277.54186	1564.4
231803.326058	207.0	51409000	2	(1,)	1238183.53533	1564.4
263276.620252	207.0	51409000	3	(1, 2)	1626940.28743	1564.4
308790.007052	207.0	51409000	3	(1, 2, 1)	1806610.29609	1564.4
255160.879716	207.0	51409000	3	(1, 3)	1544227.01633	1564.4
289492.523402	207.0	51409000	3	(1,)	1548400.0607	1564.4
231898.211926	207.0	51409000	4	(1, 2)	1436526.72851	1564.4
308466.002136	207.0	51409000	4	(1, 4)	1808877.7035	1564.4
253415.24128	207.0	51409000	4	(1,)	1601055.73769	1564.4
291256.459587	208.0	48823400	1	(1, 2)	1931866.82127	1580.2
308563.967158	208.0	48823400	1	(1, 2, 1)	1937350.01335	1580.2
207721.099105	208.0	48823400	1	(1,)	1405234.20156	1580.2
267008.995052	208.0	48823400	2	(1, 2)	1762975.62992	1580.2
297944.948274	208.0	48823400	2	(1, 3)	1926654.53487	1580.2
351514.674791	208.0	48823400	2	(1, 4)	2197509.34453	1580.2
191167.003328	208.0	48823400	2	(1,)	1287242.75251	1580.2
250035.192798	208.0	48823400	3	(1, 2)	1652684.97033	1580.2
293259.512226	208.0	48823400	3	(1, 2, 1)	1835198.1769	1580.2
242327.641676	208.0	48823400	3	(1, 3)	1568662.91282	1580.2
274932.589891	208.0	48823400	3	(1,)	1572902.01446	1580.2
220234.961515	208.0	48823400	4	(1, 2)	1459258.365	1580.2
292951.797963	208.0	48823400	4	(1, 4)	1837501.43207	1580.2
240669.801947	208.0	48823400	4	(1,)	1626390.90958	1580.2
348857.040389	209.0	58479000	1	(1, 2)	2138011.74335	1597.3
369587.383589	209.0	58479000	1	(1, 2, 1)	2144080.04377	1597.3
248801.233981	209.0	58479000	1	(1,)	1555183.37894	1597.3
319814.24784	209.0	58479000	2	(1, 2)	1951098.52743	1597.3
356868.284204	209.0	58479000	2	(1, 3)	2132243.26916	1597.3
421032.272765	209.0	58479000	2	(1, 4)	2432000.35033	1597.3
228973.303284	209.0	58479000	2	(1,)	1424601.34184	1597.3
299483.619889	209.0	58479000	3	(1, 2)	1829039.09095	1597.3
351256.218465	209.0	58479000	3	(1, 2, 1)	2031027.7598	1597.3
290251.766588	209.0	58479000	3	(1, 3)	1736051.16797	1597.3
329304.855633	209.0	58479000	3	(1,)	1740742.59541	1597.3
263789.910321	209.0	58479000	4	(1, 2)	1614972.32899	1597.3
350887.657045	209.0	58479000	4	(1, 4)	2033576.83734	1597.3
288266.058936	209.0	58479000	4	(1,)	1799939.15646	1597.3
